Sales Id,Region,Country,Item Type,Sales Channel,Order Priority,,,
1374,Asia,Japan,Cosmetics,Offline,L,,,
1375,Middle East and North Africa,Qatar,Vegetables,Offline,H,,,
1376,Europe,France,Fruits,Offline,C,,,
1377,Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,C,,,
1378,Sub-Saharan Africa,Eritrea,Personal Care,Offline,M,,,
1379,Middle East and North Africa,Jordan,Office Supplies,Offline,L,,,
1380,Sub-Saharan Africa,Togo,Cereal,Offline,C,,,
1381,Sub-Saharan Africa,Burundi,Office Supplies,Online,M,,,
1382,Sub-Saharan Africa,Ethiopia,Personal Care,Online,L,,,
1383,Middle East and North Africa,Iran,Vegetables,Online,C,,,
1384,Europe,Poland,Household,Online,L,,,
1385,Australia and Oceania,Palau,Cereal,Offline,M,,,
1386,Europe,Portugal,Meat,Online,L,,,
1387,Central America and the Caribbean,El Salvador,Vegetables,Online,M,,,
1388,Europe,Malta,Cosmetics,Offline,H,,,
1389,Sub-Saharan Africa,South Sudan,Office Supplies,Online,C,,,
1390,Europe,Armenia,Meat,Offline,M,,,
1391,Sub-Saharan Africa,Senegal,Personal Care,Online,H,,,
1392,Middle East and North Africa,Morocco,Beverages,Online,M,,,
1393,Sub-Saharan Africa,Nigeria,Personal Care,Online,C,,,
1394,Central America and the Caribbean,Nicaragua,Clothes,Online,L,,,
1395,Europe,Greece,Fruits,Online,L,,,
1396,Middle East and North Africa,Oman,Cereal,Offline,H,,,
1397,Middle East and North Africa,Syria,Beverages,Online,L,,,
1398,Sub-Saharan Africa,Togo,Personal Care,Online,L,,,
1399,Europe,Vatican City,Clothes,Online,M,,,
1400,Sub-Saharan Africa,Senegal,Beverages,Online,L,,,
1401,Europe,Switzerland,Personal Care,Offline,H,,,
1402,Europe,Sweden,Cosmetics,Online,L,,,
1403,Sub-Saharan Africa,Eritrea,Cereal,Offline,M,,,
1404,Europe,Vatican City,Personal Care,Online,H,,,
1405,Asia,Indonesia,Clothes,Offline,H,,,
1406,Sub-Saharan Africa,Rwanda,Clothes,Online,M,,,
1407,Europe,Moldova ,Personal Care,Offline,L,,,
1408,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,M,,,
1409,Middle East and North Africa,Qatar,Household,Offline,C,,,
1410,Europe,Denmark,Meat,Online,C,,,
1411,Australia and Oceania,Tonga,Meat,Offline,C,,,
1412,Central America and the Caribbean,Grenada,Vegetables,Offline,M,,,
1413,Europe,Slovenia,Meat,Online,M,,,
1414,Europe,Hungary,Personal Care,Offline,H,,,
1415,Sub-Saharan Africa,Mauritius ,Beverages,Online,L,,,
1416,Sub-Saharan Africa,Mauritius ,Beverages,Online,M,,,
1417,Middle East and North Africa,Syria,Personal Care,Online,L,,,
1418,Europe,Greece,Office Supplies,Online,L,,,
1419,Europe,Denmark,Cosmetics,Offline,M,,,
1420,Sub-Saharan Africa,Cape Verde,Cosmetics,Online,M,,,
1421,Sub-Saharan Africa,Sudan,Cereal,Online,L,,,
1422,Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,C,,,
1423,Australia and Oceania,Kiribati,Meat,Online,L,,,
1424,Central America and the Caribbean,Panama,Office Supplies,Offline,H,,,
1425,Sub-Saharan Africa,Mali,Fruits,Offline,L,,,
1426,Sub-Saharan Africa,Sao Tome and Principe,Household,Online,C,,,
1427,Asia,Kazakhstan,Baby Food,Online,M,,,
1428,Asia,North Korea,Clothes,Offline,C,,,
1429,Europe,Montenegro,Cosmetics,Offline,M,,,
1430,Middle East and North Africa,Azerbaijan,Personal Care,Online,H,,,
1431,Asia,North Korea,Beverages,Online,M,,,
1432,Europe,France,Personal Care,Offline,C,,,
1433,Middle East and North Africa,Iran,Fruits,Offline,C,,,
1434,Asia,Kazakhstan,Baby Food,Offline,M,,,
1435,Europe,Greece,Personal Care,Online,L,,,
1436,Australia and Oceania,East Timor,Beverages,Offline,L,,,
1437,Europe,Macedonia,Meat,Online,L,,,
1438,Australia and Oceania,Australia,Cosmetics,Offline,L,,,
1439,Europe,Kosovo,Cosmetics,Online,M,,,
1440,Middle East and North Africa,Kuwait,Cosmetics,Online,L,,,
1441,Central America and the Caribbean,Dominica,Vegetables,Offline,H,,,
1442,Middle East and North Africa,Jordan,Fruits,Online,H,,,
1443,North America,Mexico,Snacks,Offline,L,,,
1444,Central America and the Caribbean,Belize,Office Supplies,Offline,L,,,
1445,Asia,Malaysia,Beverages,Offline,L,,,
1446,Middle East and North Africa,United Arab Emirates,Meat,Offline,L,,,
1447,Middle East and North Africa,Pakistan,Snacks,Offline,M,,,
1448,Europe,Montenegro,Beverages,Offline,C,,,
1449,Europe,Belarus,Office Supplies,Offline,H,,,
1450,North America,Greenland,Cereal,Offline,H,,,
1451,Sub-Saharan Africa,Niger,Vegetables,Offline,C,,,
1452,Middle East and North Africa,Pakistan,Beverages,Offline,M,,,
1453,Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Online,C,,,
1454,Europe,Moldova ,Fruits,Online,H,,,
1455,Sub-Saharan Africa,Lesotho,Household,Offline,L,,,
1456,Europe,Czech Republic,Personal Care,Online,C,,,
1457,North America,United States of America,Cereal,Offline,M,,,
1458,Europe,Finland,Fruits,Offline,H,,,
1459,Europe,Serbia,Baby Food,Online,H,,,
1460,Middle East and North Africa,Afghanistan,Fruits,Online,L,,,
1461,Europe,Latvia,Clothes,Offline,M,,,
1462,Sub-Saharan Africa,Burkina Faso,Vegetables,Online,M,,,
1463,Europe,Estonia,Meat,Offline,M,,,
1464,Asia,Singapore,Baby Food,Online,L,,,
1465,Central America and the Caribbean,Grenada,Cosmetics,Offline,H,,,
1466,Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,H,,,
1467,Sub-Saharan Africa,Ethiopia,Office Supplies,Offline,H,,,
1468,Central America and the Caribbean,Dominican Republic,Cereal,Offline,H,,,
1469,Central America and the Caribbean,Belize,Household,Offline,M,,,
1470,Middle East and North Africa,Turkey,Vegetables,Online,C,,,
1471,Asia,Tajikistan,Baby Food,Offline,L,,,
1472,Asia,China,Clothes,Offline,C,,,
1473,Sub-Saharan Africa,Chad,Office Supplies,Offline,L,,,
1474,Europe,Bulgaria,Clothes,Online,H,,,
1475,Sub-Saharan Africa,Sierra Leone,Meat,Offline,C,,,
1476,Sub-Saharan Africa,Malawi,Fruits,Offline,C,,,
1477,Europe,Luxembourg,Personal Care,Offline,M,,,
1478,Europe,Luxembourg,Cereal,Online,L,,,
1479,Europe,Kosovo,Baby Food,Online,L,,,
1480,Europe,Denmark,Clothes,Offline,H,,,
1481,Asia,Singapore,Meat,Online,H,,,
1482,Australia and Oceania,Samoa ,Personal Care,Offline,C,,,
1483,Asia,Philippines,Snacks,Offline,M,,,
1484,Asia,China,Meat,Online,H,,,
1485,Middle East and North Africa,Iraq,Vegetables,Online,M,,,
1486,Europe,Liechtenstein,Vegetables,Offline,H,,,
1487,Europe,Latvia,Cosmetics,Online,H,,,
1488,Europe,Armenia,Household,Offline,M,,,
1489,Asia,North Korea,Fruits,Online,L,,,
1490,Asia,Nepal,Household,Offline,H,,,
1491,Sub-Saharan Africa,Cape Verde,Fruits,Online,M,,,
1492,Europe,Ukraine,Meat,Offline,H,,,
1493,Asia,Tajikistan,Personal Care,Online,L,,,
1494,Europe,Romania,Snacks,Online,L,,,
1495,Europe,Kosovo,Vegetables,Online,L,,,
1496,Asia,Thailand,Fruits,Offline,M,,,
1497,Sub-Saharan Africa,Madagascar,Office Supplies,Online,C,,,
1498,Australia and Oceania,Australia,Baby Food,Offline,M,,,
1499,Sub-Saharan Africa,Tanzania,Personal Care,Online,C,,,
1500,Europe,United Kingdom,Cereal,Online,M,,,
1501,Europe,Serbia,Cereal,Offline,M,,,
1502,Sub-Saharan Africa,Seychelles ,Vegetables,Offline,C,,,
1503,Central America and the Caribbean,Honduras,Cosmetics,Online,H,,,
1504,Asia,Sri Lanka,Fruits,Offline,L,,,
1505,Central America and the Caribbean,Dominican Republic,Clothes,Offline,L,,,
1506,Sub-Saharan Africa,Central African Republic,Cereal,Offline,H,,,
1507,Australia and Oceania,New Zealand,Office Supplies,Offline,H,,,
1508,Europe,Belgium,Beverages,Online,L,,,
1509,Europe,United Kingdom,Personal Care,Offline,H,,,
1510,Sub-Saharan Africa,Niger,Meat,Online,L,,,
1511,Europe,Denmark,Meat,Offline,M,,,
1512,Europe,Slovakia,Office Supplies,Online,M,,,
1513,Sub-Saharan Africa,Burundi,Beverages,Online,M,,,
1514,Sub-Saharan Africa,Burkina Faso,Snacks,Online,H,,,
1515,Asia,Turkmenistan,Personal Care,Online,M,,,
1516,Asia,Myanmar,Snacks,Offline,L,,,
1517,Europe,Serbia,Beverages,Offline,H,,,
1518,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,H,,,
1519,Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,L,,,
1520,Europe,Sweden,Meat,Offline,L,,,
1521,Europe,Cyprus,Clothes,Offline,M,,,
1522,Asia,Taiwan,Beverages,Offline,C,,,
1523,Sub-Saharan Africa,Benin,Snacks,Online,H,,,
1524,Middle East and North Africa,Afghanistan,Personal Care,Online,M,,,
1525,Central America and the Caribbean,Haiti,Clothes,Offline,H,,,
1526,Europe,United Kingdom,Cosmetics,Offline,M,,,
1527,Middle East and North Africa,Libya,Office Supplies,Offline,M,,,
1528,Europe,Luxembourg,Fruits,Online,H,,,
1529,Sub-Saharan Africa,The Gambia,Baby Food,Offline,L,,,
1530,Middle East and North Africa,Turkey,Cosmetics,Offline,L,,,
1531,Sub-Saharan Africa,Mauritania,Baby Food,Online,H,,,
1532,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,M,,,
1533,Middle East and North Africa,Egypt,Snacks,Online,C,,,
1534,Sub-Saharan Africa,Djibouti,Cereal,Online,C,,,
1535,Sub-Saharan Africa,South Sudan,Household,Offline,C,,,
1536,Europe,Romania,Meat,Offline,M,,,
1537,Middle East and North Africa,Syria,Vegetables,Offline,C,,,
1538,Europe,France,Fruits,Offline,C,,,
1539,Sub-Saharan Africa,Mauritius ,Household,Online,C,,,
1540,Asia,Kyrgyzstan,Office Supplies,Online,M,,,
1541,Europe,Latvia,Beverages,Offline,L,,,
1542,Europe,United Kingdom,Clothes,Online,L,,,
1543,Asia,India,Fruits,Online,H,,,
1544,Sub-Saharan Africa,Zambia,Snacks,Online,M,,,
1545,Asia,India,Household,Online,C,,,
1546,Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,M,,,
1547,Australia and Oceania,Fiji,Household,Online,C,,,
1548,Europe,Macedonia,Baby Food,Offline,H,,,
1549,North America,United States of America,Clothes,Offline,H,,,
1550,Asia,Vietnam,Beverages,Offline,C,,,
1551,Australia and Oceania,Australia,Cereal,Online,L,,,
1552,Australia and Oceania,Tuvalu,Cosmetics,Online,C,,,
1553,Europe,Germany,Meat,Offline,H,,,
1554,Europe,Liechtenstein,Baby Food,Offline,L,,,
1555,Europe,Lithuania,Clothes,Offline,C,,,
1556,Asia,Japan,Office Supplies,Offline,L,,,
1557,Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,H,,,
1558,Sub-Saharan Africa,Nigeria,Vegetables,Offline,H,,,
1559,Sub-Saharan Africa,Madagascar,Beverages,Online,L,,,
1560,Australia and Oceania,Papua New Guinea,Cereal,Online,M,,,
1561,Europe,Serbia,Snacks,Offline,C,,,
1562,Sub-Saharan Africa,Senegal,Cosmetics,Online,C,,,
1563,Europe,Slovenia,Household,Offline,L,,,
1564,Middle East and North Africa,Iraq,Office Supplies,Online,H,,,
1565,Central America and the Caribbean,Haiti,Snacks,Online,L,,,
1566,Sub-Saharan Africa,Sierra Leone,Household,Offline,L,,,
1567,Sub-Saharan Africa,Uganda,Office Supplies,Online,H,,,
1568,Asia,Myanmar,Meat,Offline,H,,,
1569,Sub-Saharan Africa,Angola,Fruits,Offline,M,,,
1570,Middle East and North Africa,Yemen,Cosmetics,Offline,M,,,
1571,Europe,Montenegro,Cosmetics,Online,C,,,
1572,Asia,Myanmar,Household,Offline,H,,,
1573,Asia,Indonesia,Meat,Online,H,,,
1574,Europe,Russia,Clothes,Offline,H,,,
1575,Europe,Spain,Vegetables,Online,M,,,
1576,Central America and the Caribbean,El Salvador,Cereal,Online,H,,,
1577,Asia,Uzbekistan,Household,Online,C,,,
1578,Sub-Saharan Africa,Sudan,Clothes,Online,M,,,
1579,Europe,Slovenia,Baby Food,Offline,M,,,
1580,Asia,Brunei,Baby Food,Online,M,,,
1581,Europe,Iceland,Beverages,Online,L,,,
1582,Sub-Saharan Africa,Zambia,Office Supplies,Offline,L,,,
1583,Sub-Saharan Africa,Namibia,Meat,Online,C,,,
1584,Sub-Saharan Africa,Ethiopia,Personal Care,Online,C,,,
1585,Middle East and North Africa,Azerbaijan,Personal Care,Online,M,,,
1586,Australia and Oceania,Nauru,Clothes,Offline,H,,,
1587,Sub-Saharan Africa,Zambia,Beverages,Online,H,,,
1588,Middle East and North Africa,Lebanon,Cereal,Online,L,,,
1589,Sub-Saharan Africa,Swaziland,Beverages,Online,M,,,
1590,Europe,Malta,Fruits,Offline,C,,,
1591,Middle East and North Africa,Afghanistan,Personal Care,Online,C,,,
1592,Sub-Saharan Africa,Liberia,Clothes,Offline,L,,,
1593,Australia and Oceania,Solomon Islands,Baby Food,Online,L,,,
1594,Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,C,,,
1595,Australia and Oceania,Kiribati,Household,Offline,M,,,
1596,Sub-Saharan Africa,Zambia,Clothes,Offline,C,,,
1597,Sub-Saharan Africa,Namibia,Cereal,Online,C,,,
1598,Middle East and North Africa,Yemen,Cereal,Online,H,,,
1599,Sub-Saharan Africa,Cape Verde,Office Supplies,Online,L,,,
1600,Australia and Oceania,Samoa ,Vegetables,Offline,L,,,
1601,Sub-Saharan Africa,Rwanda,Meat,Online,M,,,
1602,Europe,Norway,Beverages,Offline,L,,,
1603,Sub-Saharan Africa,Mozambique,Baby Food,Offline,M,,,
1604,Europe,Italy,Clothes,Online,M,,,
1605,Europe,Montenegro,Vegetables,Online,H,,,
1606,Sub-Saharan Africa,Cameroon,Personal Care,Offline,L,,,
1607,Sub-Saharan Africa,Djibouti,Household,Offline,C,,,
1608,North America,United States of America,Cereal,Online,C,,,
1609,Asia,Brunei,Beverages,Online,H,,,
1610,Europe,Italy,Meat,Offline,H,,,
1611,Sub-Saharan Africa,Mozambique,Household,Offline,M,,,
1612,Sub-Saharan Africa,South Africa,Clothes,Offline,L,,,
1613,Australia and Oceania,Papua New Guinea,Office Supplies,Online,M,,,
1614,Australia and Oceania,Marshall Islands,Household,Offline,H,,,
1615,Europe,Sweden,Cosmetics,Online,L,,,
1616,Sub-Saharan Africa,Ghana,Snacks,Online,C,,,
1617,Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Online,H,,,
1618,Sub-Saharan Africa,Guinea,Office Supplies,Offline,M,,,
1619,Middle East and North Africa,Iraq,Office Supplies,Offline,L,,,
1620,Central America and the Caribbean,Nicaragua,Meat,Offline,M,,,
1621,Sub-Saharan Africa,Burkina Faso,Beverages,Online,H,,,
1622,Europe,Albania,Beverages,Offline,H,,,
1623,Middle East and North Africa,United Arab Emirates,Household,Online,L,,,
1624,Sub-Saharan Africa,South Africa,Cosmetics,Offline,L,,,
1625,Middle East and North Africa,Saudi Arabia,Office Supplies,Online,M,,,
1626,Sub-Saharan Africa,Seychelles ,Meat,Online,L,,,
1627,Middle East and North Africa,Afghanistan,Baby Food,Offline,L,,,
1628,Sub-Saharan Africa,Uganda,Beverages,Offline,M,,,
1629,Sub-Saharan Africa,Mali,Clothes,Online,M,,,
1630,Australia and Oceania,Fiji,Fruits,Online,M,,,
1631,Middle East and North Africa,Turkey,Clothes,Online,M,,,
1632,Asia,Thailand,Baby Food,Online,C,,,
1633,Sub-Saharan Africa,Madagascar,Baby Food,Offline,L,,,
1634,Sub-Saharan Africa,Uganda,Office Supplies,Offline,C,,,
1635,Australia and Oceania,Solomon Islands,Cosmetics,Online,H,,,
1636,Australia and Oceania,Marshall Islands,Personal Care,Online,L,,,
1637,Central America and the Caribbean,Guatemala,Personal Care,Offline,M,,,
1638,Middle East and North Africa,Iran,Fruits,Online,H,,,
1639,Sub-Saharan Africa,Djibouti,Vegetables,Offline,C,,,
1640,Sub-Saharan Africa,Guinea,Beverages,Online,M,,,
1641,Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,L,,,
1642,Middle East and North Africa,Algeria,Beverages,Offline,C,,,
1643,Australia and Oceania,Australia,Household,Online,L,,,
1644,Asia,Bangladesh,Fruits,Online,L,,,
1645,Europe,Denmark,Cosmetics,Offline,M,,,
1646,Middle East and North Africa,Somalia,Clothes,Offline,M,,,
1647,Australia and Oceania,Marshall Islands,Cosmetics,Online,L,,,
1648,Asia,North Korea,Snacks,Offline,M,,,
1649,Asia,South Korea,Household,Online,C,,,
1650,Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline,M,,,
1651,Middle East and North Africa,Oman,Fruits,Online,L,,,
1652,Europe,Cyprus,Clothes,Online,H,,,
1653,Middle East and North Africa,Qatar,Fruits,Online,C,,,
1654,Europe,Kosovo,Meat,Offline,M,,,
1655,Asia,Vietnam,Beverages,Online,L,,,
1656,Middle East and North Africa,Pakistan,Office Supplies,Offline,L,,,
1657,Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,L,,,
1658,Middle East and North Africa,Turkey,Snacks,Online,H,,,
1659,Asia,Thailand,Personal Care,Online,C,,,
1660,Middle East and North Africa,Bahrain,Snacks,Online,C,,,
1661,North America,United States of America,Household,Offline,H,,,
1662,Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,L,,,
1663,Central America and the Caribbean,Costa Rica,Office Supplies,Online,M,,,
1664,North America,Mexico,Office Supplies,Offline,C,,,
1665,Europe,Switzerland,Snacks,Online,H,,,
1666,Central America and the Caribbean,Honduras,Clothes,Online,C,,,
1667,Sub-Saharan Africa,Togo,Personal Care,Online,H,,,
1668,Sub-Saharan Africa,Guinea,Fruits,Offline,C,,,
1669,North America,Mexico,Baby Food,Online,C,,,
1670,Australia and Oceania,Australia,Household,Offline,H,,,
1671,Europe,Spain,Vegetables,Online,H,,,
1672,Middle East and North Africa,Tunisia ,Personal Care,Online,L,,,
1673,Asia,South Korea,Office Supplies,Offline,L,,,
1674,Middle East and North Africa,Iraq,Cosmetics,Offline,M,,,
1675,Sub-Saharan Africa,Kenya,Beverages,Online,M,,,
1676,Europe,Kosovo,Household,Offline,M,,,
1677,Europe,Portugal,Cosmetics,Offline,C,,,
1678,Sub-Saharan Africa,Mali,Personal Care,Offline,M,,,
1679,Middle East and North Africa,Algeria,Meat,Online,C,,,
1680,Central America and the Caribbean,Grenada,Household,Offline,C,,,
1681,Middle East and North Africa,Algeria,Personal Care,Online,H,,,
1682,Middle East and North Africa,Lebanon,Cereal,Offline,M,,,
1683,Asia,Cambodia,Fruits,Online,C,,,
1684,Europe,Armenia,Snacks,Offline,L,,,
1685,North America,United States of America,Beverages,Online,H,,,
1686,Sub-Saharan Africa,Guinea,Clothes,Online,M,,,
1687,Sub-Saharan Africa,Liberia,Personal Care,Online,H,,,
1688,Sub-Saharan Africa,Rwanda,Office Supplies,Online,M,,,
1689,Asia,North Korea,Fruits,Offline,H,,,
1690,Australia and Oceania,Australia,Baby Food,Online,L,,,
1691,Sub-Saharan Africa,South Africa,Meat,Online,C,,,
1692,Sub-Saharan Africa,Cameroon,Personal Care,Offline,C,,,
1693,Asia,Kyrgyzstan,Snacks,Online,H,,,
1694,Asia,Kyrgyzstan,Beverages,Offline,L,,,
1695,Sub-Saharan Africa,Benin,Vegetables,Offline,C,,,
1696,Middle East and North Africa,Pakistan,Personal Care,Offline,C,,,
1697,Australia and Oceania,Tuvalu,Baby Food,Offline,C,,,
1698,Central America and the Caribbean,Grenada,Snacks,Offline,C,,,
1699,Central America and the Caribbean,Cuba,Vegetables,Online,L,,,
1700,Sub-Saharan Africa,Seychelles ,Household,Offline,L,,,
1701,Middle East and North Africa,Syria,Snacks,Offline,C,,,
1702,Australia and Oceania,Kiribati,Snacks,Online,H,,,
1703,Asia,India,Personal Care,Online,L,,,
1704,Asia,Bangladesh,Baby Food,Online,L,,,
1705,Middle East and North Africa,Qatar,Personal Care,Online,L,,,
1706,Europe,San Marino,Fruits,Offline,L,,,
1707,Europe,Lithuania,Office Supplies,Offline,M,,,
1708,Asia,North Korea,Clothes,Offline,C,,,
1709,Europe,Georgia,Personal Care,Offline,L,,,
1710,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,M,,,
1711,Asia,Tajikistan,Cereal,Online,L,,,
1712,Europe,Macedonia,Fruits,Online,M,,,
1713,Asia,Cambodia,Beverages,Offline,L,,,
1714,Sub-Saharan Africa,Mauritania,Cereal,Online,H,,,
1715,Central America and the Caribbean,Dominica,Household,Offline,M,,,
1716,Europe,Sweden,Household,Offline,C,,,
1717,Central America and the Caribbean,Panama,Snacks,Online,C,,,
1718,Europe,Macedonia,Beverages,Offline,M,,,
1719,Middle East and North Africa,Lebanon,Meat,Offline,C,,,
1720,Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,,,
1721,Central America and the Caribbean,Grenada,Personal Care,Offline,H,,,
1722,Sub-Saharan Africa,Senegal,Baby Food,Offline,C,,,
1723,Europe,Ireland,Household,Offline,C,,,
1724,Europe,San Marino,Cosmetics,Offline,C,,,
1725,Europe,Estonia,Vegetables,Offline,L,,,
1726,Europe,Vatican City,Meat,Offline,M,,,
1727,Europe,United Kingdom,Personal Care,Offline,L,,,
1728,Middle East and North Africa,Iran,Household,Offline,M,,,
1729,Middle East and North Africa,Saudi Arabia,Vegetables,Offline,H,,,
1730,Sub-Saharan Africa,Rwanda,Clothes,Online,L,,,
1731,Asia,Indonesia,Vegetables,Offline,H,,,
1732,Middle East and North Africa,Oman,Beverages,Offline,M,,,
1733,Sub-Saharan Africa,Comoros,Beverages,Offline,H,,,
1734,Middle East and North Africa,Oman,Beverages,Offline,C,,,
1735,Europe,Cyprus,Cosmetics,Offline,M,,,
1736,Asia,Cambodia,Cosmetics,Online,L,,,
1737,Middle East and North Africa,Egypt,Cereal,Offline,M,,,
1738,Asia,Kazakhstan,Cosmetics,Offline,C,,,
1739,Sub-Saharan Africa,Madagascar,Vegetables,Online,L,,,
1740,Australia and Oceania,Samoa ,Clothes,Offline,M,,,
1741,Asia,Brunei,Cosmetics,Offline,C,,,
1742,Sub-Saharan Africa,Djibouti,Clothes,Online,H,,,
1743,Sub-Saharan Africa,Seychelles ,Beverages,Offline,M,,,
1744,Europe,Spain,Household,Offline,M,,,
1745,Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,L,,,
1746,Sub-Saharan Africa,Cape Verde,Snacks,Online,C,,,
1747,Australia and Oceania,Australia,Vegetables,Offline,H,,,
1748,Australia and Oceania,Vanuatu,Vegetables,Online,H,,,
1749,Europe,Serbia,Baby Food,Offline,L,,,
1750,Europe,Denmark,Snacks,Online,H,,,
1751,Europe,Italy,Household,Online,C,,,
1752,Sub-Saharan Africa,South Africa,Snacks,Offline,H,,,
